LAMMPS (23 Jun 2022 - Update 2)
# 3d Lennard-Jones melt

units		lj
atom_style	atomic
boundary	p p p

lattice	sc 0.5
Lattice spacing in x,y,z = 1.259921 1.259921 1.259921
region		box block 0 20 0 20 0 20
create_box	1 box
Created orthogonal box = (0 0 0) to (25.198421 25.198421 25.198421)
  1 by 2 by 2 MPI processor grid
create_atoms	1 box
Created 8000 atoms
  using lattice units in orthogonal box = (0 0 0) to (25.198421 25.198421 25.198421)
  create_atoms CPU = 0.001 seconds
mass		1 1.0
#read_data	Configuration-PBC.int

velocity        all create 1.5 22233 mom yes rot yes dist gaussian

pair_style	lj/cut 2.5
pair_coeff	1 1 1.0 1.0 2.5

neighbor	0.3 bin
neigh_modify	every 20 delay 0 check no

thermo_style    custom step temp press pe ke etotal vol
thermo          1000
thermo_modify   flush yes

fix		1 all nve

#dump            1 all custom 1000 Data.dump id type xu yu zu
#dump_modify     1 flush yes

#dump		2 all image 25 image.*.jpg type type axes yes 0.8 0.02 view 60 -30
#dump_modify	2 pad 3

#dump		3 all movie 25 movie.mpg type type axes yes 0.8 0.02 view 60 -30
#dump_modify	3 pad 3

run		1000000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update every 20 steps, delay 0 steps, check no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 2.8
  ghost atom cutoff = 2.8
  binsize = 1.4, bins = 18 18 18
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 2.708 | 2.708 | 2.708 Mbytes
   Step          Temp          Press          PotEng         KinEng         TotEng         Volume    
    246000   1.1127196      0.19682043    -3.2622452      1.6688708     -1.5933744      16000        
    247000   1.1115666      0.13809639    -3.2618253      1.6671414     -1.5946839      16000        
    248000   1.0949741      0.1449921     -3.2378949      1.6422559     -1.595639       16000        
    249000   1.1055436      0.13104784    -3.2552477      1.6581082     -1.5971395      16000        
    250000   1.1031698      0.15167502    -3.2534557      1.6545479     -1.5989078      16000        
    251000   1.1030499      0.16522597    -3.2545899      1.654368      -1.6002219      16000        
    252000   1.1003706      0.16414198    -3.252018       1.6503496     -1.6016684      16000        
    253000   1.108873       0.094048164   -3.2664971      1.6631015     -1.6033956      16000        
    254000   1.1047192      0.12436655    -3.2614607      1.6568717     -1.6045891      16000        
    255000   1.0915574      0.10534812    -3.2430924      1.6371314     -1.605961       16000        
    256000   1.0983883      0.16263952    -3.2562496      1.6473766     -1.608873       16000        
    257000   1.1044418      0.1492425     -3.2676473      1.6564556     -1.6111917      16000        
    258000   1.0964702      0.11127835    -3.2566303      1.6444998     -1.6121305      16000        
    259000   1.1015002      0.16815236    -3.2663501      1.6520437     -1.6143064      16000        
    260000   1.090107       0.14737032    -3.2494596      1.6349561     -1.6145035      16000        
    261000   1.0965616      0.17523652    -3.2616779      1.6446367     -1.6170411      16000        
    262000   1.0989986      0.084228171   -3.2659487      1.6482918     -1.6176569      16000        
    263000   1.0917031      0.12535952    -3.2564974      1.63735       -1.6191475      16000        
    264000   1.0948621      0.19250598    -3.2643317      1.6420878     -1.6222439      16000        
    265000   1.1044219      0.14383803    -3.2800657      1.6564258     -1.6236399      16000        
    266000   1.0874796      0.14543267    -3.2555029      1.6310155     -1.6244874      16000        
    267000   1.0918597      0.14179778    -3.2633404      1.6375849     -1.6257556      16000        
    268000   1.0827286      0.098428393   -3.25066        1.6238899     -1.62677        16000        
    269000   1.0956259      0.099405446   -3.2713952      1.6432334     -1.6281618      16000        
    270000   1.0886654      0.10703399    -3.2627798      1.632794      -1.6299858      16000        
    271000   1.0919519      0.13796998    -3.2705249      1.6377231     -1.6328017      16000        
    272000   1.0902317      0.1412004     -3.2690511      1.6351431     -1.6339081      16000        
    273000   1.0937282      0.085744321   -3.2754577      1.6403872     -1.6350705      16000        
    274000   1.0923362      0.12223167    -3.2745859      1.6382995     -1.6362863      16000        
    275000   1.0794572      0.12364316    -3.2571412      1.6189834     -1.6381578      16000        
    276000   1.080962       0.14392808    -3.2605277      1.6212403     -1.6392874      16000        
    277000   1.086148       0.11464533    -3.2696077      1.6290183     -1.6405894      16000        
    278000   1.076574       0.12527914    -3.2562584      1.6146592     -1.6415992      16000        
    279000   1.0881862      0.12595148    -3.2761936      1.6320752     -1.6441183      16000        
    280000   1.0731887      0.1263779     -3.2538054      1.6095818     -1.6442236      16000        
    281000   1.0814372      0.10701871    -3.2687029      1.621953      -1.6467499      16000        
    282000   1.0786223      0.12901613    -3.2661887      1.6177313     -1.6484574      16000        
    283000   1.0802686      0.074218688   -3.2692118      1.6202004     -1.6490114      16000        
    284000   1.0833688      0.11710548    -3.2762557      1.6248501     -1.6514056      16000        
    285000   1.0903944      0.17718611    -3.2895101      1.6353871     -1.654123       16000        
    286000   1.0678237      0.18787805    -3.2561003      1.6015354     -1.6545649      16000        
    287000   1.0882985      0.077925837   -3.2878696      1.6322436     -1.655626       16000        
    288000   1.0786459      0.073603793   -3.2747925      1.6177667     -1.6570258      16000        
    289000   1.0741453      0.1199894     -3.2697283      1.6110166     -1.6587117      16000        
    290000   1.067122       0.1118749     -3.2601523      1.6004829     -1.6596693      16000        
    291000   1.0884255      0.098435122   -3.2956653      1.6324342     -1.6632311      16000        
    292000   1.0738111      0.10336726    -3.2730491      1.6105154     -1.6625337      16000        
    293000   1.0760843      0.12620703    -3.2784601      1.6139246     -1.6645354      16000        
    294000   1.0615665      0.098406285   -3.2570272      1.5921508     -1.6648764      16000        
    295000   1.0693408      0.093254375   -3.2713843      1.6038107     -1.6675737      16000        
    296000   1.0670138      0.12671806    -3.2691048      1.6003206     -1.6687842      16000        
    297000   1.0693273      0.090394336   -3.2739746      1.6037905     -1.6701841      16000        
    298000   1.0729178      0.069514295   -3.2802994      1.6091755     -1.6711239      16000        
    299000   1.07429        0.095410514   -3.2843674      1.6112336     -1.6731338      16000        
    300000   1.0759759      0.13042969    -3.2892888      1.6137621     -1.6755267      16000        
    301000   1.0695537      0.11780096    -3.2801514      1.6041301     -1.6760213      16000        
    302000   1.0721693      0.10179165    -3.2859823      1.6080529     -1.6779294      16000        
    303000   1.0587511      0.085125017   -3.2654678      1.5879282     -1.6775396      16000        
    304000   1.0664725      0.072239239   -3.2790144      1.5995088     -1.6795056      16000        
    305000   1.0636632      0.13056179    -3.2771049      1.5952953     -1.6818096      16000        
    306000   1.0634079      0.093262939   -3.2780921      1.5949125     -1.6831797      16000        
    307000   1.067061       0.13595159    -3.285306       1.6003914     -1.6849146      16000        
    308000   1.0618065      0.13991927    -3.2790394      1.5925106     -1.6865287      16000        
    309000   1.0652882      0.10722793    -3.2856815      1.5977326     -1.6879489      16000        
    310000   1.0752293      0.10644053    -3.3023698      1.6126424     -1.6897274      16000        
    311000   1.0652164      0.14087055    -3.2884044      1.5976249     -1.6907795      16000        
    312000   1.0620327      0.12384579    -3.2843865      1.5928498     -1.6915366      16000        
    313000   1.0636188      0.10876624    -3.2878781      1.5952287     -1.6926494      16000        
    314000   1.0633668      0.11331212    -3.2899728      1.5948508     -1.695122       16000        
    315000   1.0684071      0.047846738   -3.2982489      1.6024103     -1.6958386      16000        
    316000   1.0630607      0.06970878    -3.2915059      1.5943917     -1.6971141      16000        
    317000   1.0689989      0.094498029   -3.3030568      1.6032979     -1.6997589      16000        
    318000   1.0534818      0.099505675   -3.2799388      1.5800252     -1.6999136      16000        
    319000   1.0646111      0.12857498    -3.2987105      1.596717      -1.7019935      16000        
    320000   1.0534227      0.11999328    -3.282583       1.5799366     -1.7026464      16000        
    321000   1.0496993      0.12391114    -3.2780818      1.5743522     -1.7037297      16000        
    322000   1.0622839      0.090266808   -3.2990749      1.5932267     -1.7058481      16000        
    323000   1.0714672      0.077588772   -3.3141542      1.6069999     -1.7071542      16000        
    324000   1.0465372      0.10711624    -3.2770388      1.5696096     -1.7074292      16000        
    325000   1.0506202      0.079097538   -3.2841283      1.5757333     -1.708395       16000        
    326000   1.0560905      0.12984069    -3.2956519      1.5839378     -1.7117142      16000        
    327000   1.0491452      0.098129106   -3.2849988      1.5735211     -1.7114777      16000        
    328000   1.0535686      0.072933176   -3.2934439      1.5801553     -1.7132885      16000        
    329000   1.0606575      0.053185562   -3.3054833      1.5907874     -1.7146959      16000        
    330000   1.0534696      0.096045216   -3.2962497      1.5800068     -1.7162428      16000        
    331000   1.0607174      0.13266496    -3.3092254      1.5908772     -1.7183482      16000        
    332000   1.0618592      0.075091337   -3.3120987      1.5925897     -1.719509       16000        
    333000   1.0514634      0.14537954    -3.2976691      1.5769979     -1.7206711      16000        
    334000   1.0525445      0.085772008   -3.2994508      1.5786194     -1.7208314      16000        
    335000   1.0437265      0.11722996    -3.287824       1.565394      -1.7224299      16000        
    336000   1.0528599      0.090908606   -3.3030509      1.5790924     -1.7239585      16000        
    337000   1.0523989      0.066032329   -3.3037044      1.5784011     -1.7253033      16000        
    338000   1.0567301      0.088049487   -3.3120345      1.5848971     -1.7271375      16000        
    339000   1.0371135      0.085699776   -3.2822737      1.5554758     -1.726798       16000        
    340000   1.0409094      0.10009861    -3.2900851      1.5611689     -1.7289162      16000        
    341000   1.0546173      0.025726018   -3.3129103      1.5817282     -1.7311821      16000        
    342000   1.0403633      0.066850186   -3.2916101      1.5603499     -1.7312602      16000        
    343000   1.0464729      0.044447721   -3.3019495      1.5695131     -1.7324364      16000        
    344000   1.051731       0.070022166   -3.3115781      1.5773992     -1.7341788      16000        
    345000   1.0311458      0.085425565   -3.2812055      1.5465253     -1.7346802      16000        
    346000   1.0439404      0.087347204   -3.3025425      1.5657148     -1.7368277      16000        
    347000   1.0419556      0.043100637   -3.3002119      1.5627381     -1.7374738      16000        
    348000   1.0398052      0.11623815    -3.2988799      1.5595128     -1.7393671      16000        
    349000   1.0461969      0.11659947    -3.3098847      1.5690992     -1.7407855      16000        
    350000   1.0347341      0.069712187   -3.2934008      1.5519071     -1.7414937      16000        
    351000   1.0408477      0.010347501   -3.3035194      1.5610764     -1.742443       16000        
    352000   1.0491353      0.060748807   -3.3188148      1.5735062     -1.7453086      16000        
    353000   1.0443895      0.07228104    -3.3129167      1.5663884     -1.7465284      16000        
    354000   1.043248       0.071169785   -3.3115571      1.5646764     -1.7468806      16000        
    355000   1.0362486      0.086181126   -3.3026246      1.5541786     -1.748446       16000        
    356000   1.0407564      0.042738026   -3.3104309      1.5609395     -1.7494914      16000        
    357000   1.0254775      0.090795247   -3.2883825      1.538024      -1.7503586      16000        
    358000   1.0340283      0.10638815    -3.3020516      1.5508485     -1.751203       16000        
    359000   1.046197       0.038324309   -3.323233       1.5690993     -1.7541338      16000        
    360000   1.0366635      0.043637182   -3.3097516      1.5548009     -1.7549508      16000        
    361000   1.0475926      0.02530024    -3.3271321      1.5711925     -1.7559396      16000        
    362000   1.0498557      0.11343803    -3.333607       1.5745867     -1.7590203      16000        
    363000   1.0410169      0.050063302   -3.320895       1.5613302     -1.7595648      16000        
    364000   1.0302791      0.08704687    -3.3049514      1.5452255     -1.7597259      16000        
    365000   1.0339326      0.092727874   -3.3113465      1.5507051     -1.7606414      16000        
    366000   1.0302559      0.10103979    -3.3072982      1.5451907     -1.7621075      16000        
    367000   1.0383597      0.044200519   -3.3208517      1.5573449     -1.7635068      16000        
    368000   1.0263551      0.052810903   -3.3035899      1.5393403     -1.7642496      16000        
    369000   1.0363561      0.11344649    -3.3215915      1.5543398     -1.7672517      16000        
    370000   1.0367906      0.024304968   -3.3218295      1.5549915     -1.7668379      16000        
    371000   1.0295122      0.089493791   -3.3129411      1.5440752     -1.7688659      16000        
    372000   1.0443355      0.04522833    -3.3364427      1.5663075     -1.7701352      16000        
    373000   1.0343921      0.061500958   -3.3224286      1.5513943     -1.7710343      16000        
    374000   1.0248778      0.058203494   -3.3085106      1.5371246     -1.771386       16000        
    375000   1.0343005      0.046520576   -3.3241838      1.5512569     -1.772927       16000        
    376000   1.027402       0.07230798    -3.3148749      1.5409104     -1.7739646      16000        
    377000   1.0279402      0.027533302   -3.316578       1.5417176     -1.7748604      16000        
    378000   1.0317125      0.063515423   -3.3243889      1.5473752     -1.7770137      16000        
    379000   1.0291684      0.031968732   -3.3215082      1.5435596     -1.7779486      16000        
    380000   1.0337337      0.028372164   -3.3299835      1.5504067     -1.7795768      16000        
    381000   1.025454       0.070307454   -3.3186978      1.5379887     -1.7807091      16000        
    382000   1.0322157      0.061946628   -3.3308466      1.5481301     -1.7827165      16000        
    383000   1.0312361      0.062462912   -3.3296806      1.5466609     -1.7830198      16000        
    384000   1.0295954      0.081527655   -3.3289812      1.5442001     -1.7847812      16000        
    385000   1.0270321      0.11356739    -3.3255807      1.5403555     -1.7852252      16000        
    386000   1.0362216      0.039969088   -3.3405762      1.5541382     -1.7864381      16000        
    387000   1.0235656      0.059637525   -3.3223687      1.5351565     -1.7872122      16000        
    388000   1.0302757      0.059862215   -3.3344406      1.5452204     -1.7892203      16000        
    389000   1.0395088      0.063810461   -3.3509476      1.5590682     -1.7918793      16000        
    390000   1.0250142      0.079431041   -3.3293727      1.537329      -1.7920437      16000        
    391000   1.02548        0.067469346   -3.3311555      1.5380278     -1.7931278      16000        
    392000   1.0290554      0.077862515   -3.3383757      1.5433901     -1.7949856      16000        
    393000   1.0154135      0.079485835   -3.318101       1.5229299     -1.7951711      16000        
    394000   1.0326998      0.059826811   -3.3449649      1.5488561     -1.7961087      16000        
    395000   1.0167128      0.065390558   -3.3212496      1.5248785     -1.796371       16000        
    396000   1.0253662      0.039885963   -3.3364123      1.537857      -1.7985552      16000        
    397000   1.0366982      0.037907925   -3.3551599      1.554853      -1.8003069      16000        
    398000   1.0165145      0.055931851   -3.3251769      1.5245811     -1.8005957      16000        
    399000   1.0332304      0.012991587   -3.3517601      1.5496519     -1.8021082      16000        
    400000   1.0229849      0.082065901   -3.3381596      1.5342856     -1.803874       16000        
    401000   1.0126078      0.086387495   -3.3229364      1.5187219     -1.8042145      16000        
    402000   1.0204823      0.015411794   -3.3359347      1.530532      -1.8054026      16000        
    403000   1.0203258      0.051754479   -3.3373355      1.5302974     -1.8070381      16000        
    404000   1.0114292      0.075102525   -3.3242188      1.5169541     -1.8072647      16000        
    405000   1.0253097      0.0232402     -3.3471368      1.5377724     -1.8093645      16000        
    406000   1.0214506      0.04852409    -3.3425181      1.5319843     -1.8105338      16000        
    407000   1.0336006      0.027795346   -3.3628353      1.5502071     -1.8126282      16000        
    408000   1.0286012      0.019808553   -3.3561113      1.5427089     -1.8134024      16000        
    409000   1.0058778      0.047135575   -3.3212961      1.5086281     -1.812668       16000        
    410000   1.0127586      0.026627167   -3.3325323      1.518948      -1.8135843      16000        
    411000   0.9993971      0.11717603    -3.3142457      1.4989083     -1.8153375      16000        
    412000   1.0164846      0.024463667   -3.3411462      1.5245363     -1.8166099      16000        
    413000   1.0143577      0.0095414077  -3.3387792      1.5213464     -1.8174328      16000        
    414000   1.0237304     -0.013825059   -3.3541051      1.5354036     -1.8187015      16000        
    415000   1.0086798      0.072669496   -3.3319957      1.5128305     -1.8191652      16000        
    416000   1.0181331      0.032694626   -3.3490216      1.5270087     -1.8220128      16000        
    417000   1.0191621      0.052609005   -3.3531567      1.528552      -1.8246046      16000        
    418000   1.0267336      0.078662638   -3.3651689      1.5399078     -1.8252611      16000        
    419000   1.019578       0.036715263   -3.3546861      1.5291758     -1.8255104      16000        
    420000   1.0192112      0.083052553   -3.3557148      1.5286258     -1.8270891      16000        
    421000   1.0161493      0.047146756   -3.3522666      1.5240334     -1.8282332      16000        
    422000   1.018741       0.059271661   -3.3574776      1.5279205     -1.829557       16000        
    423000   1.0142571      0.032978201   -3.3511405      1.5211955     -1.829945       16000        
    424000   1.0183802      0.012572173   -3.3587579      1.5273794     -1.8313786      16000        
    425000   1.0200102      0.010260015   -3.3622013      1.5298241     -1.8323772      16000        
    426000   1.0107249      0.017521298   -3.349468       1.5158978     -1.8335702      16000        
    427000   1.0117785      0.032327537   -3.35188        1.5174781     -1.8344019      16000        
    428000   1.0201443      0.037098367   -3.3658133      1.5300252     -1.8357881      16000        
    429000   1.0097478      0.095841146   -3.3518664      1.5144323     -1.8374341      16000        
    430000   0.99658048     0.024283719   -3.3307634      1.4946839     -1.8360795      16000        
    431000   1.0078866      0.086578533   -3.3506543      1.511641      -1.8390133      16000        
    432000   1.0120357      0.048393484   -3.3583376      1.5178638     -1.8404738      16000        
    433000   1.0177996      0.047485802   -3.3682075      1.5265086     -1.8416989      16000        
    434000   1.0194373      0.073775638   -3.3723251      1.5289649     -1.8433602      16000        
    435000   1.0079813      0.052969135   -3.3553109      1.5117829     -1.843528       16000        
    436000   1.0170509      0.05970676    -3.3704508      1.5253857     -1.8450651      16000        
    437000   0.98831966     0.061915875   -3.3268086      1.4822942     -1.8445144      16000        
    438000   1.0120121      0.023008793   -3.3641529      1.5178284     -1.8463245      16000        
    439000   1.0102298      0.025128543   -3.3627798      1.5151553     -1.8476245      16000        
    440000   1.0109416      0.085449811   -3.3652386      1.5162228     -1.8490158      16000        
    441000   1.0024385      0.028166515   -3.3532263      1.5034698     -1.8497565      16000        
    442000   1.0056489      0.077368119   -3.3598556      1.5082848     -1.8515708      16000        
    443000   1.012052       0.043836808   -3.3705494      1.5178883     -1.8526611      16000        
    444000   0.99561964     0.034695959   -3.3453874      1.4932428     -1.8521446      16000        
    445000   0.99244945     0.05359277    -3.3419952      1.4884881     -1.8535071      16000        
    446000   0.99945329     0.055492625   -3.3538184      1.4989925     -1.8548259      16000        
    447000   1.0069425      0.03188536    -3.3673622      1.510225      -1.8571372      16000        
    448000   1.0104459      0.031131583   -3.3732805      1.5154794     -1.8578011      16000        
    449000   1.0090871      0.04968017    -3.3727082      1.5134415     -1.8592667      16000        
    450000   1.0119343      0.024912972   -3.3776598      1.5177117     -1.859948       16000        
    451000   0.99894987     0.0097235441  -3.3586248      1.4982375     -1.8603873      16000        
    452000   1.0001073      0.04478577    -3.3613516      1.4999734     -1.8613782      16000        
    453000   0.99831999     0.010034783   -3.360177       1.4972928     -1.8628842      16000        
    454000   1.0019798      0.024110269   -3.3673344      1.5027819     -1.8645525      16000        
    455000   1.0090454      0.052965936   -3.3801703      1.513379      -1.8667913      16000        
    456000   1.0011045      0.030823888   -3.3673003      1.501469      -1.8658312      16000        
    457000   1.0013227      0.033268519   -3.3689345      1.5017964     -1.8671381      16000        
    458000   0.99570223     0.06180983    -3.3617041      1.4933666     -1.8683374      16000        
    459000   1.0045608      0.0028301416  -3.376238       1.5066528     -1.8695852      16000        
    460000   1.0034636      0.078285451   -3.3769991      1.5050073     -1.8719918      16000        
    461000   0.99406684     0.012604486   -3.3618537      1.4909139     -1.8709398      16000        
    462000   0.99477188     0.062148142   -3.364095       1.4919713     -1.8721237      16000        
    463000   1.0194199      0.078851587   -3.4056449      1.5289387     -1.8767063      16000        
    464000   1.0050958      0.020760812   -3.382388       1.5074553     -1.8749327      16000        
    465000   0.99030727     0.031527081   -3.3605777      1.4852752     -1.8753025      16000        
    466000   1.0076504      0.012055909   -3.3887615      1.5112867     -1.8774748      16000        
    467000   1.0028788      0.075215512   -3.3828896      1.5041301     -1.8787595      16000        
    468000   0.99330961     0.0087443787  -3.3678945      1.4897782     -1.8781163      16000        
    469000   1.0017876      0.033347096   -3.3824607      1.5024935     -1.8799672      16000        
    470000   0.99337146     0.003893622   -3.3705396      1.4898709     -1.8806687      16000        
    471000   0.98829288     0.0076158807  -3.3633259      1.482254      -1.8810719      16000        
    472000   0.99872353     0.0016416617  -3.3812293      1.497898      -1.8833313      16000        
    473000   0.99056252     0.0048979887  -3.3693959      1.4856581     -1.8837379      16000        
    474000   1.0024696      0.0172299     -3.3889024      1.5035164     -1.885386       16000        
    475000   0.99137478     0.022218178   -3.3732635      1.4868763     -1.8863872      16000        
    476000   0.99795356     0.058007376   -3.3855046      1.4967432     -1.8887614      16000        
    477000   0.99259319     0.0063828607  -3.3774526      1.4887037     -1.8887489      16000        
    478000   0.9953154      0.0072791513  -3.3819188      1.4927865     -1.8891323      16000        
    479000   0.98813991    -0.032711336   -3.3716978      1.4820246     -1.8896732      16000        
    480000   0.97968052    -0.0085148112  -3.3592737      1.4693371     -1.8899366      16000        
    481000   0.97579926     0.013622243   -3.3550328      1.4635159     -1.8915169      16000        
    482000   0.99516941    -0.0094942595  -3.3861083      1.4925675     -1.8935408      16000        
    483000   0.98955905     0.039140823   -3.3797415      1.484153      -1.8955885      16000        
    484000   1.0005657     -0.0039553474  -3.3971261      1.5006609     -1.8964652      16000        
    485000   0.99631173     0.01017419    -3.3912105      1.4942808     -1.8969297      16000        
    486000   0.99748069     0.016654042   -3.394036       1.496034      -1.898002       16000        
    487000   0.99426309     0.014648783   -3.3914848      1.4912082     -1.9002766      16000        
    488000   1.0097527      0.050424495   -3.417644       1.5144397     -1.9032043      16000        
    489000   1.005424       0.021863818   -3.4120229      1.5079474     -1.9040755      16000        
    490000   1.0104807      0.064147271   -3.4213857      1.5155316     -1.9058541      16000        
    491000   0.99864061     0.042355695   -3.4023556      1.4977737     -1.9045819      16000        
    492000   0.99791656    -0.0057848334  -3.4017823      1.4966877     -1.9050945      16000        
    493000   1.0047172     -0.0017106732  -3.4138968      1.5068874     -1.9070094      16000        
    494000   0.99636036     0.080222269   -3.4042646      1.4943537     -1.9099109      16000        
    495000   1.0004964      0.030000837   -3.4104764      1.5005571     -1.9099194      16000        
    496000   0.99391191     0.00056281461 -3.4010195      1.4906815     -1.910338       16000        
    497000   0.99885508     0.036222677   -3.4099347      1.4980953     -1.9118394      16000        
    498000   0.99838146     0.0071339606  -3.4091062      1.497385      -1.9117212      16000        
    499000   1.0004095      0.032454559   -3.4140307      1.5004266     -1.9136041      16000        
    500000   1.0046283      0.062817097   -3.4240108      1.506754      -1.9172567      16000        
    501000   1.0042357     -0.012522404   -3.4233034      1.5061652     -1.9171382      16000        
    502000   0.98906116    -0.0052543974  -3.3996971      1.4834063     -1.9162908      16000        
    503000   0.99014791     0.070323503   -3.4030757      1.4850362     -1.9180395      16000        
    504000   0.9973878      0.086381492   -3.4167137      1.4958947     -1.920819       16000        
    505000   0.99807656     0.028685741   -3.4171726      1.4969277     -1.9202449      16000        
    506000   0.99122152     0.040930942   -3.407812       1.4866464     -1.9211655      16000        
    507000   0.98421011     0.055472368   -3.3980726      1.4761306     -1.921942       16000        
    508000   1.0055041     -0.022579935   -3.4313235      1.5080677     -1.9232558      16000        
    509000   1.0079283      0.045215193   -3.4380681      1.5117035     -1.9263646      16000        
    510000   1.0002292     -0.0023045891  -3.4258439      1.5001562     -1.9256877      16000        
    511000   0.99886273     0.043998523   -3.4267248      1.4981068     -1.928618       16000        
    512000   1.0258778      0.054191991   -3.4718904      1.5386243     -1.9332661      16000        
    513000   1.0086048      0.068031892   -3.4451434      1.5127181     -1.9324253      16000        
    514000   1.0070391      0.050240881   -3.442666       1.5103699     -1.9322961      16000        
    515000   0.99231806     0.078645086   -3.4211795      1.488291      -1.9328884      16000        
    516000   0.99739415     0.086517929   -3.4292687      1.4959042     -1.9333644      16000        
    517000   1.0016482      0.11535334    -3.4385183      1.5022845     -1.9362338      16000        
    518000   0.99907288     0.072523685   -3.4348354      1.498422      -1.9364134      16000        
    519000   0.98911337     0.029880926   -3.4194813      1.4834846     -1.9359967      16000        
    520000   1.0005662      0.035039217   -3.439486       1.5006616     -1.9388244      16000        
    521000   1.0121452      0.071996311   -3.4591281      1.518028      -1.9411001      16000        
    522000   1.0070292      0.0474353     -3.4522499      1.510355      -1.941895       16000        
    523000   0.99773743    -0.0039983734  -3.4374963      1.4964191     -1.9410772      16000        
    524000   0.99575281     0.014303302   -3.435449       1.4934425     -1.9420065      16000        
    525000   0.99743479     0.010026369   -3.4388675      1.4959652     -1.9429024      16000        
    526000   0.99605893     0.011011155   -3.4376235      1.4939016     -1.9437218      16000        
    527000   0.99555921     0.048717202   -3.4386742      1.4931522     -1.945522       16000        
    528000   0.99935423    -0.011211062   -3.4450435      1.498844      -1.9461996      16000        
    529000   0.98877038     0.022181718   -3.4299643      1.4829702     -1.9469941      16000        
    530000   1.0003585      0.043819517   -3.4497192      1.5003502     -1.9493689      16000        
    531000   0.9995723      0.06033339    -3.4489662      1.499171      -1.9497952      16000        
    532000   0.99055718     0.01991208    -3.4349055      1.48565       -1.9492555      16000        
    533000   0.98976836     0.046712342   -3.4352214      1.484467      -1.9507544      16000        
    534000   0.99336459     0.0053042984  -3.44212        1.4898606     -1.9522594      16000        
    535000   0.98978214     0.009206997   -3.4374095      1.4844876     -1.9529218      16000        
    536000   0.99513326     0.0097601546  -3.4472392      1.4925133     -1.9547259      16000        
    537000   0.99469273     0.017181245   -3.4473053      1.4918526     -1.9554527      16000        
    538000   0.99126491     0.076767608   -3.4447438      1.4867115     -1.9580323      16000        
    539000   0.98222295     0.06595464    -3.430225       1.4731503     -1.9570748      16000        
    540000   1.000098       0.072708537   -3.4605019      1.4999594     -1.9605425      16000        
    541000   0.97813711     0.0051807926  -3.4254442      1.4670223     -1.9584219      16000        
    542000   0.99965631     0.039078224   -3.4621198      1.499297      -1.9628227      16000        
    543000   1.0097729      0.069589181   -3.478681       1.5144701     -1.9642109      16000        
    544000   0.99515599     0.049814213   -3.4570967      1.4925474     -1.9645493      16000        
    545000   0.98795603     0.018797144   -3.4464549      1.4817488     -1.9647061      16000        
    546000   0.99592971     0.03651056    -3.4597791      1.4937078     -1.9660713      16000        
    547000   0.99908114     0.052054435   -3.4658995      1.4984344     -1.9674651      16000        
    548000   0.99979656     0.035849408   -3.4681703      1.4995074     -1.9686629      16000        
    549000   0.98939682     0.038783406   -3.4529652      1.4839097     -1.9690555      16000        
    550000   0.99509542     0.016013741   -3.4624242      1.4924565     -1.9699676      16000        
    551000   0.99541606     0.073797306   -3.464436       1.4929375     -1.9714985      16000        
    552000   0.99923879     0.054615371   -3.4730039      1.4986708     -1.9743331      16000        
    553000   1.0051413      0.03759811    -3.4823608      1.5075235     -1.9748374      16000        
    554000   0.98948097     0.042935718   -3.45823        1.4840359     -1.9741941      16000        
    555000   0.98083382    -0.0065585107  -3.4454958      1.4710668     -1.974429       16000        
    556000   0.97767387     0.028441224   -3.4414811      1.4663275     -1.9751537      16000        
    557000   0.98813942     0.036948653   -3.4595692      1.4820239     -1.9775454      16000        
    558000   0.98882635     0.055722501   -3.4617443      1.4830541     -1.9786901      16000        
    559000   1.0004956     -0.022059789   -3.4804239      1.5005558     -1.9798681      16000        
    560000   0.99826513     0.015790507   -3.4787174      1.4972105     -1.9815069      16000        
    561000   0.9961239      0.01759884    -3.4756091      1.4939991     -1.98161        16000        
    562000   0.98645648     0.034867747   -3.4613045      1.4794998     -1.9818047      16000        
    563000   0.99790909     0.038200979   -3.482393       1.4966765     -1.9857165      16000        
    564000   0.98600726     0.040188649   -3.4641174      1.478826      -1.9852914      16000        
    565000   0.98054751     0.016448002   -3.4556191      1.4706374     -1.9849817      16000        
    566000   0.98563156    -0.0020706116  -3.4640371      1.4782625     -1.9857745      16000        
    567000   0.99410049     0.006071391   -3.4792759      1.4909643     -1.9883115      16000        
    568000   0.99575893    -0.0050133104  -3.4829684      1.4934517     -1.9895167      16000        
    569000   0.98779469     0.041739862   -3.4718645      1.4815068     -1.9903577      16000        
    570000   1.004814       0.0074668317  -3.4992621      1.5070326     -1.9922295      16000        
    571000   0.98560216     0.038206328   -3.4699882      1.4782184     -1.9917697      16000        
    572000   0.99490852     0.063202871   -3.486299       1.4921762     -1.9941227      16000        
    573000   0.99393533     0.007314149   -3.4847298      1.4907166     -1.9940131      16000        
    574000   0.98578367     0.069459107   -3.4739116      1.4784907     -1.9954209      16000        
